#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle	47	9083	0.21	0.0016	9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273398,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000324422,9606.ENSP00000328088,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000357980,9606.ENSP00000363745,9606.ENSP00000364935,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000499501,9606.ENSP00000499935	PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ATP6V1A,CSTB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,ZYX,PAWR,H2AC14,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HTRA1,HNRNPR,CLIC1,ACTR2,AKR1C1,SOD3,VDAC1,NFIX,DDOST,NDRG1,LAMP2,RPLP2,SOD2,MARCKS,H3-2,AK2
COMPARTMENTS	GOCC:1903561	Extracellular vesicle	10	500	0.8	0.0016	9606.ENSP00000296511,9606.ENSP00000331897,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354612,9606.ENSP00000364935,9606.ENSP00000378487,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000478061	ANXA5,IDH2,RAC1,PCBP2,PTGS1,CLIC1,VDAC1,LAMP2,SOD2,MARCKS
COMPARTMENTS	GOCC:0043229	Intracellular organelle	48	9609	0.19	0.0017	9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273398,9606.ENSP00000291568,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000363745,9606.ENSP00000364935,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000499501,9606.ENSP00000499935	PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ATP6V1A,CSTB,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,ZYX,LASP1,PAWR,H2AC14,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HNRNPR,CLIC1,ACTR2,AKR1C1,SOD3,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,H3-2,AK2
COMPARTMENTS	GOCC:0070062	Extracellular exosome	9	428	0.82	0.0018	9606.ENSP00000296511,9606.ENSP00000331897,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000364935,9606.ENSP00000378487,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000478061	ANXA5,IDH2,RAC1,PCBP2,CLIC1,VDAC1,LAMP2,SOD2,MARCKS
COMPARTMENTS	GOCC:0070161	Anchoring junction	10	553	0.75	0.0019	9606.ENSP00000188790,9606.ENSP00000261263,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000348461,9606.ENSP00000367220,9606.ENSP00000404854,9606.ENSP00000478061	FAP,RAB21,ANXA5,HSPA9,ZYX,LASP1,RAC1,ACTR2,NDRG1,MARCKS
COMPARTMENTS	GOCC:0042582	Azurophil granule	6	154	1.09	0.0020	9606.ENSP00000216962,9606.ENSP00000302886,9606.ENSP00000354468,9606.ENSP00000367220,9606.ENSP00000399457,9606.ENSP00000408411	PYGB,PA2G4,CYB5R3,ACTR2,DDOST,LAMP2
COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle	25	3309	0.37	0.0020	9606.ENSP00000262030,9606.ENSP00000291568,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000308405,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000348461,9606.ENSP00000354468,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000478061,9606.ENSP00000499501	ATP5F1B,CSTB,HSPA9,PA2G4,H2AZ2,ZYX,LASP1,PAWR,H2AC14,H1-5,RPL22,DDX21,RAC1,CYB5R3,PSMB5,S100A16,ACTR2,AKR1C1,CCT4,VDAC1,NDRG1,SEPTIN11,RPLP2,MARCKS,H3-2
COMPARTMENTS	GOCC:0005615	Extracellular space	13	1027	0.6	0.0025	9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000331897,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354612,9606.ENSP00000357695,9606.ENSP00000364935,9606.ENSP00000371554,9606.ENSP00000378487,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000478061	CSTB,ANXA5,IDH2,RAC1,PCBP2,PTGS1,S100A16,CLIC1,SOD3,VDAC1,LAMP2,SOD2,MARCKS
COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	9	473	0.77	0.0025	9606.ENSP00000296511,9606.ENSP00000331897,9606.ENSP00000348461,9606.ENSP00000354612,9606.ENSP00000364935,9606.ENSP00000378487,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000478061	ANXA5,IDH2,RAC1,PTGS1,CLIC1,VDAC1,LAMP2,SOD2,MARCKS
COMPARTMENTS	GOCC:0033178	Proton-transporting two-sector ATPase complex, catalytic domain	3	18	1.72	0.0045	9606.ENSP00000253413,9606.ENSP00000262030,9606.ENSP00000273398	ATP6V1E1,ATP5F1B,ATP6V1A
COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle	42	8162	0.21	0.0052	9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000264065,9606.ENSP00000273398,9606.ENSP00000291568,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000324422,9606.ENSP00000328088,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000363745,9606.ENSP00000364935,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000499501,9606.ENSP00000499935	PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,DNAJC10,ATP6V1A,CSTB,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,ZYX,PAWR,H2AC14,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HNRNPR,CLIC1,ACTR2,AKR1C1,SOD3,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SOD2,H3-2,AK2
COMPARTMENTS	GOCC:0043233	Organelle lumen	22	2905	0.37	0.0061	9606.ENSP00000216962,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000291568,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000308405,9606.ENSP00000331897,9606.ENSP00000346120,9606.ENSP00000354468,9606.ENSP00000357695,9606.ENSP00000357980,9606.ENSP00000363745,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000378487,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000499501,9606.ENSP00000499935	PYGB,ATP5F1B,COTL1,DNAJC10,CSTB,HSPA9,PA2G4,H2AZ2,IDH2,DDX21,CYB5R3,S100A16,HTRA1,HNRNPR,ACTR2,AKR1C1,SOD3,VDAC1,LAMP2,SOD2,H3-2,AK2
COMPARTMENTS	GOCC:0030141	Secretory granule	10	719	0.64	0.0092	9606.ENSP00000216962,9606.ENSP00000262428,9606.ENSP00000273398,9606.ENSP00000291568,9606.ENSP00000302886,9606.ENSP00000348461,9606.ENSP00000354468,9606.ENSP00000367220,9606.ENSP00000399457,9606.ENSP00000408411	PYGB,COTL1,ATP6V1A,CSTB,PA2G4,RAC1,CYB5R3,ACTR2,DDOST,LAMP2
COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen	21	2902	0.35	0.0163	9606.ENSP00000216962,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000291568,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000308405,9606.ENSP00000331897,9606.ENSP00000346120,9606.ENSP00000354468,9606.ENSP00000357695,9606.ENSP00000363745,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000378487,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000499501,9606.ENSP00000499935	PYGB,ATP5F1B,COTL1,DNAJC10,CSTB,HSPA9,PA2G4,H2AZ2,IDH2,DDX21,CYB5R3,S100A16,HNRNPR,ACTR2,AKR1C1,SOD3,VDAC1,LAMP2,SOD2,H3-2,AK2
COMPARTMENTS	GOCC:0005775	Vacuolar lumen	5	168	0.97	0.0194	9606.ENSP00000216962,9606.ENSP00000302886,9606.ENSP00000354468,9606.ENSP00000367220,9606.ENSP00000408411	PYGB,PA2G4,CYB5R3,ACTR2,LAMP2
COMPARTMENTS	GOCC:0035578	Azurophil granule lumen	4	91	1.14	0.0194	9606.ENSP00000216962,9606.ENSP00000302886,9606.ENSP00000354468,9606.ENSP00000367220	PYGB,PA2G4,CYB5R3,ACTR2
COMPARTMENTS	GOCC:0110165	Cellular anatomical entity	57	14060	0.1	0.0194	9606.ENSP00000188790,9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000233025,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000264065,9606.ENSP00000273258,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000309477,9606.ENSP00000323867,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328088,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000331019,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346088,9606.ENSP00000346120,9606.ENSP00000347495,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000355325,9606.ENSP00000357695,9606.ENSP00000357980,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000364949,9606.ENSP00000367220,9606.ENSP00000370254,9606.ENSP00000371554,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000380781,9606.ENSP00000399457,9606.ENSP00000404854,9606.ENSP00000408411,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000478061,9606.ENSP00000499501,9606.ENSP00000499935	FAP,PYGB,SFXN3,SPCS1,ATP6V1E1,RAB21,ATP5F1B,COTL1,DNAJC10,ARL6IP5,ATP6V1A,CBR1,CSTB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,ACO1,PRKAG1,ZYX,LASP1,PAWR,H2AC14,H1-5,RPS27L,IDH2,CYB5A,RPL22,DDX21,WARS1,RAC1,PCBP2,CYB5R3,PTGS1,PSMB5,S100A16,HTRA1,HNRNPR,EIF2S2,CLIC1,DDAH2,ACTR2,AKR1C1,SOD3,CCT4,VDAC1,NFIX,DDOST,NDRG1,LAMP2,SEPTIN11,RPLP2,SOD2,MARCKS,H3-2,AK2
COMPARTMENTS	GOCC:0005764	Lysosome	8	566	0.65	0.0351	9606.ENSP00000216962,9606.ENSP00000253413,9606.ENSP00000273398,9606.ENSP00000302886,9606.ENSP00000354468,9606.ENSP00000367220,9606.ENSP00000399457,9606.ENSP00000408411	PYGB,ATP6V1E1,ATP6V1A,PA2G4,CYB5R3,ACTR2,DDOST,LAMP2
COMPARTMENTS	GOCC:0030054	Cell junction	11	1053	0.51	0.0356	9606.ENSP00000188790,9606.ENSP00000261263,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000348461,9606.ENSP00000367220,9606.ENSP00000404854,9606.ENSP00000431240,9606.ENSP00000478061	FAP,RAB21,ANXA5,HSPA9,ZYX,LASP1,RAC1,ACTR2,NDRG1,RPLP2,MARCKS
COMPARTMENTS	GOCC:0000221	Vacuolar proton-transporting V-type ATPase, V1 domain	2	10	1.8	0.0438	9606.ENSP00000253413,9606.ENSP00000273398	ATP6V1E1,ATP6V1A
COMPARTMENTS	GOCC:0005576	Extracellular region	16	2079	0.38	0.0453	9606.ENSP00000188790,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000331897,9606.ENSP00000348461,9606.ENSP00000352438,9606.ENSP00000354468,9606.ENSP00000354612,9606.ENSP00000357695,9606.ENSP00000357980,9606.ENSP00000364935,9606.ENSP00000371554,9606.ENSP00000378487,9606.ENSP00000408411,9606.ENSP00000446252,9606.ENSP00000478061	FAP,CSTB,ANXA5,IDH2,RAC1,PCBP2,CYB5R3,PTGS1,S100A16,HTRA1,CLIC1,SOD3,VDAC1,LAMP2,SOD2,MARCKS
UniProt Keywords	KW-0007	Acetylation	38	3362	0.55	1.34e-11	9606.ENSP00000216802,9606.ENSP00000216962,9606.ENSP00000224807,9606.ENSP00000253413,9606.ENSP00000261263,9606.ENSP00000262030,9606.ENSP00000262428,9606.ENSP00000273258,9606.ENSP00000273398,9606.ENSP00000290349,9606.ENSP00000291568,9606.ENSP00000296511,9606.ENSP00000297185,9606.ENSP00000302886,9606.ENSP00000303992,9606.ENSP00000308405,9606.ENSP00000324422,9606.ENSP00000325240,9606.ENSP00000328484,9606.ENSP00000330074,9606.ENSP00000331897,9606.ENSP00000341625,9606.ENSP00000346120,9606.ENSP00000354468,9606.ENSP00000360021,9606.ENSP00000363745,9606.ENSP00000364119,9606.ENSP00000364935,9606.ENSP00000366694,9606.ENSP00000367220,9606.ENSP00000377958,9606.ENSP00000378487,9606.ENSP00000404854,9606.ENSP00000422896,9606.ENSP00000431240,9606.ENSP00000446252,9606.ENSP00000480270,9606.ENSP00000499935	PSME2,PYGB,SFXN3,ATP6V1E1,RAB21,ATP5F1B,COTL1,ARL6IP5,ATP6V1A,CBR1,CSTB,ANXA5,HSPA9,PA2G4,TMEM43,H2AZ2,ZYX,LASP1,H2AC14,H1-5,IDH2,CYB5A,DDX21,CYB5R3,GNG12,HNRNPR,EIF2S2,CLIC1,KCTD12,ACTR2,CCT4,VDAC1,NDRG1,SEPTIN11,RPLP2,SOD2,PPP1R18,AK2
