#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Function	GO:0003723	RNA binding	35	1672	0.49	8.15e-06	9606.ENSP00000171887,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000260102,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000326261,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000351646,9606.ENSP00000357113,9606.ENSP00000364721,9606.ENSP00000367038,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000389103,9606.ENSP00000400142,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000450436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000470059,9606.ENSP00000471455,9606.ENSP00000496250	TNS1,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,EIF3G,FUS,MRPL15,RPL13,RPL38,SRRM1,SNRPD2,RPL27A,STIP1,IFI16,MAPRE1,RRBP1,RBBP7,RPS6,TMSB4X,DIAPH1,RPL13A,SUCLG1,CNP,PPME1,RPL23A,EWSR1,EIF3H,FAU,ALDH6A1,RSL1D1,RPL36,M0QYT0_HUMAN,CCDC124,RPL11
GO Function	GO:0003735	Structural constituent of ribosome	10	169	0.94	0.00095	9606.ENSP00000260102,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000346015,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000431822,9606.ENSP00000464342,9606.ENSP00000496250	MRPL15,RPL13,RPL38,RPL27A,RPS6,RPL13A,RPL23A,FAU,RPL36,RPL11
GO Function	GO:0050839	Cell adhesion molecule binding	16	560	0.62	0.0029	9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000270176,9606.ENSP00000293379,9606.ENSP00000296585,9606.ENSP00000360882,9606.ENSP00000364721,9606.ENSP00000365147,9606.ENSP00000369071,9606.ENSP00000377195,9606.ENSP00000381461,9606.ENSP00000389103,9606.ENSP00000408005,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000479153	ZC3HAV1,VASP,SCYL1,ITGA5,ITGA2,COL5A1,MAPRE1,EFHD2,POSTN,DBN1,PPME1,RPL23A,SLC9A3R2,CNN2,RSL1D1,EHD1
GO Function	GO:0045296	Cadherin binding	12	334	0.72	0.0051	9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000270176,9606.ENSP00000364721,9606.ENSP00000365147,9606.ENSP00000377195,9606.ENSP00000381461,9606.ENSP00000389103,9606.ENSP00000408005,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000479153	ZC3HAV1,VASP,SCYL1,MAPRE1,EFHD2,DBN1,PPME1,RPL23A,SLC9A3R2,CNN2,RSL1D1,EHD1
GO Function	GO:0005515	Protein binding	72	7242	0.16	0.0446	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000223641,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000251157,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000305988,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000320084,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000338727,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353731,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000364721,9606.ENSP00000365147,9606.ENSP00000366757,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000377195,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000392043,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000436049,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499387	GNA11,TNS1,SPG21,SEC61B,ZC3HAV1,VASP,DOCK7,PXDN,FUS,MICAL2,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,MYO1E,ARHGAP17,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,ALCAM,GYS1,RAP2B,CD276,CUL1,HGS,LRRFIP2,OSTF1,SDSL,PDLIM7,STOML2,STIP1,DPP4,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,GBP1,COL5A1,ENG,NFS1,MAPRE1,EFHD2,LMO7,POSTN,RBBP7,RPS6,TMSB4X,NADK2,DIAPH1,DBN1,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,ATP2B1,EWSR1,RHOA,SLC9A3R2,MPST,EIF3M,CNN2,RSL1D1,EHD1,RPL11,FHL1,SDF4
GO Function	GO:0016491	Oxidoreductase activity	16	731	0.51	0.0446	9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000256194,9606.ENSP00000285930,9606.ENSP00000297679,9606.ENSP00000308610,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000357873,9606.ENSP00000371388,9606.ENSP00000393316,9606.ENSP00000450436,9606.ENSP00000478600	TECR,PLOD3,NDUFA10,PXDN,MICAL2,AKR1B1,HSD3B7,GPD2,GPX7,MT-CO2,SCCPDH,ACADSB,SRXN1,TMX1,ALDH6A1,P3H3
GO Component	GO:0005737	Cytoplasm	120	12056	0.17	4.50e-10	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000350949,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000464342,9606.ENSP00000470059,9606.ENSP00000471455,9606.ENSP00000475924,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,TNS1,SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ARHGAP17,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,PGM2L1,ATP5PD,COPS6,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,SRRM1,CUL1,HGS,GSDME,OSTF1,SDSL,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,GMPPA,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,MPST,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RPL36,M0QYT0_HUMAN,CCDC124,POLDIP2,P3H3,EHD1,RPL11,FHL1,DIABLO,SDF4
GO Component	GO:0005925	Focal adhesion	21	416	0.87	1.80e-09	9606.ENSP00000171887,9606.ENSP00000245932,9606.ENSP00000251157,9606.ENSP00000256196,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296585,9606.ENSP00000305988,9606.ENSP00000309830,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000389168,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000456436,9606.ENSP00000498684	TNS1,VASP,DOCK7,RRAS2,ITGA5,NCSTN,ITGA2,ALCAM,RPL38,PDLIM7,DPP4,ENG,MAPRE1,LMO7,CD99,RPL13A,PPP1R12A,RHOA,SLC9A3R2,CNN2,FHL1
GO Component	GO:0005622	Intracellular anatomical structure	126	14891	0.09	8.80e-06	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000350949,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000470059,9606.ENSP00000471455,9606.ENSP00000475924,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,TNS1,SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ARHGAP17,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,PGM2L1,ATP5PD,COPS6,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,SRRM1,CUL1,HGS,GSDME,OSTF1,SDSL,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,GMPPA,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,M0QYT0_HUMAN,CCDC124,POLDIP2,P3H3,EHD1,RPL11,FHL1,DIABLO,SDF4
GO Component	GO:0070161	Anchoring junction	29	1325	0.51	9.11e-06	9606.ENSP00000171887,9606.ENSP00000245932,9606.ENSP00000251157,9606.ENSP00000256196,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296585,9606.ENSP00000305988,9606.ENSP00000309830,9606.ENSP00000319096,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000389168,9606.ENSP00000392043,9606.ENSP00000399229,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000456436,9606.ENSP00000475924,9606.ENSP00000498684	TNS1,VASP,DOCK7,RRAS2,MYO1E,ARHGAP17,ITGA5,NCSTN,ITGA2,ALCAM,RPL38,RAP2B,PDLIM7,DPP4,ENG,MAPRE1,LMO7,CD99,RPL13A,DBN1,PPP1R12A,ATP2B1,MXRA8,RHOA,SLC9A3R2,MPST,CNN2,POLDIP2,FHL1
GO Component	GO:0022626	Cytosolic ribosome	9	101	1.12	1.99e-05	9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000346015,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000431822,9606.ENSP00000464342,9606.ENSP00000496250	RPL13,RPL38,RPL27A,RPS6,RPL13A,RPL23A,FAU,RPL36,RPL11
GO Component	GO:0005840	Ribosome	12	228	0.89	2.51e-05	9606.ENSP00000260102,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000346015,9606.ENSP00000367038,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000464342,9606.ENSP00000496250	MRPL15,RPL13,RPL38,RPL27A,RRBP1,RPS6,RPL13A,RPL23A,EIF3H,FAU,RPL36,RPL11
GO Component	GO:0022625	Cytosolic large ribosomal subunit	7	56	1.26	5.67e-05	9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000346015,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000464342,9606.ENSP00000496250	RPL13,RPL38,RPL27A,RPL13A,RPL23A,RPL36,RPL11
GO Component	GO:0043229	Intracellular organelle	116	13231	0.11	5.70e-05	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000470059,9606.ENSP00000471455,9606.ENSP00000475924,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,TNS1,SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,NDUFA10,PXDN,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,ATP5PD,COPS6,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,RAP2B,TMEM11,SRRM1,CUL1,HGS,OSTF1,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,SGCB,NADK2,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,M0QYT0_HUMAN,CCDC124,POLDIP2,P3H3,EHD1,RPL11,FHL1,DIABLO,SDF4
GO Component	GO:0043231	Intracellular membrane-bounded organelle	110	12149	0.12	5.70e-05	9606.ENSP00000078429,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000246337,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000340836,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000371362,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000470059,9606.ENSP00000471455,9606.ENSP00000475924,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,SPG21,TECR,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,UROD,NDUFA10,PXDN,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,ATP5PD,COPS6,RPL13,GPD2,CLPTM1L,ARFGAP1,RAP2B,TMEM11,SRRM1,CUL1,HGS,OSTF1,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,NADK2,DIAPH1,RPL13A,SUCLG1,CNP,PPME1,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,FAU,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,M0QYT0_HUMAN,CCDC124,POLDIP2,P3H3,EHD1,RPL11,FHL1,DIABLO,SDF4
